,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
6753,9,1,6,18.815236,82.712102,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6754,9,1,6,25.960734,93.497468,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
6755,9,1,3,28.632381,77.220004,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6756,9,1,6,25.570455,90.218384,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
6757,9,1,6,25.570455,90.218384,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
6758,9,1,2,25.51187,92.738277,Armed Assault,1,Business,5,Firearms
6759,9,1,3,24.820041,93.934295,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6760,9,1,3,25.907054,90.772892,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6761,9,1,3,24.817011,93.936844,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6762,9,1,2,26.117863,85.963383,Armed Assault,14,Private Citizens & Property,5,Firearms
6763,9,1,6,18.791667,80.81666700000002,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
6764,9,1,3,24.833284,93.946163,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6765,9,1,8,22.632149,86.76431099999998,Unarmed Assault,14,Private Citizens & Property,9,Melee
6766,9,1,7,18.364195,81.892418,Facility/Infrastructure Attack,1,Business,8,Incendiary
6767,9,0,3,26.305637,90.457863,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6768,9,1,9,18.741945,80.879097,Unknown,3,Police,13,Unknown
6769,9,1,3,27.17667,78.008074,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
6770,9,1,6,19.48776,80.70562,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
6771,9,1,6,19.639543,79.474959,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
6772,9,1,2,22.619715,88.287474,Armed Assault,2,Government (General),5,Firearms
6773,9,1,2,21.251384,81.629641,Armed Assault,3,Police,5,Firearms
6774,9,1,7,24.984523,93.503509,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6775,9,1,2,21.4598,80.195,Armed Assault,3,Police,5,Firearms
6776,9,0,3,32.726602,74.857026,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6777,9,0,3,24.644924,93.99929,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6778,9,1,2,19.500132,82.301773,Armed Assault,2,Government (General),5,Firearms
6779,9,1,2,22.577189,87.004942,Armed Assault,14,Private Citizens & Property,5,Firearms
6780,9,1,3,18.9,81.35,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6781,9,1,9,23.669296,86.151112,Unknown,4,Military,13,Unknown
6782,9,0,2,25.322531,90.420985,Armed Assault,3,Police,6,Explosives/Bombs/Dynamite
6783,9,1,2,18.815236,82.712102,Armed Assault,14,Private Citizens & Property,9,Melee
6784,9,1,2,17.694295,83.22741500000002,Armed Assault,2,Government (General),5,Firearms
6785,9,1,2,34.083658,74.797368,Armed Assault,3,Police,5,Firearms
6786,9,1,3,23.669296,86.151112,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6787,10,1,2,24.457883,87.51361700000002,Armed Assault,2,Government (General),5,Firearms
6788,10,1,6,22.603479,85.150529,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6789,10,0,3,24.401944,83.053333,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6790,10,1,3,20.181843,80.006844,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6791,10,0,3,23.065,86.269444,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6792,10,1,6,22.424109,87.318986,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
6793,10,1,6,20.181843,80.006844,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6794,10,1,9,23.744186,84.504429,Unknown,14,Private Citizens & Property,13,Unknown
6795,10,1,3,19.203477,81.93453199999998,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6796,10,1,9,24.984523,93.503509,Unknown,17,Terrorists/Non-State Militia,13,Unknown
6797,10,1,2,19.723535,81.242411,Armed Assault,3,Police,5,Firearms
6798,10,1,2,23.930256,84.768112,Armed Assault,14,Private Citizens & Property,9,Melee
6799,10,1,6,25.570455,90.218384,Hostage Taking (Kidnapping),3,Police,5,Firearms
6800,10,1,2,25.352912,93.017894,Armed Assault,14,Private Citizens & Property,5,Firearms
6801,10,1,7,25.352912,93.017894,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6802,10,1,2,22.365086,85.437557,Armed Assault,14,Private Citizens & Property,9,Melee
6803,10,1,3,24.943852,94.169799,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6804,10,1,6,22.856126,86.012157,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6805,10,1,9,24.984523,93.503509,Unknown,17,Terrorists/Non-State Militia,13,Unknown
6806,10,1,3,24.628724,93.761325,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6807,10,1,2,25.755953,90.677305,Armed Assault,3,Police,5,Firearms
6808,10,0,2,22.424109,87.318986,Armed Assault,3,Police,5,Firearms
6809,10,1,2,18.815236,82.712102,Armed Assault,14,Private Citizens & Property,9,Melee
6810,10,1,9,19.203477,81.93453199999998,Unknown,3,Police,13,Unknown
6811,10,1,6,23.164543,92.937574,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6812,10,1,3,21.63869,85.606944,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6813,10,1,6,18.936128,83.251906,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
6814,10,1,2,25.960734,93.497468,Armed Assault,2,Government (General),5,Firearms
6815,10,1,2,20.181843,80.006844,Armed Assault,3,Police,5,Firearms
6816,10,1,2,17.694295,83.22741500000002,Armed Assault,14,Private Citizens & Property,5,Firearms
6817,10,1,6,23.000197,84.64268100000002,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6818,10,1,2,25.755953,90.677305,Armed Assault,14,Private Citizens & Property,5,Firearms
6819,10,1,7,21.364782,84.090065,Facility/Infrastructure Attack,1,Business,8,Incendiary
6820,10,0,2,18.173151,80.249049,Armed Assault,3,Police,5,Firearms
6821,10,1,3,24.817011,93.936844,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6822,10,1,3,24.817011,93.936844,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6823,10,1,3,24.747549,93.936958,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6824,10,1,6,24.346092,93.699904,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6825,10,1,3,25.446142,93.013695,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6826,10,0,3,,,Bombing/Explosion,22,Violent Political Party,6,Explosives/Bombs/Dynamite
6827,10,1,2,23.081202,85.404639,Armed Assault,14,Private Citizens & Property,5,Firearms
6828,10,1,2,23.075278,85.278889,Armed Assault,14,Private Citizens & Property,9,Melee
6829,10,1,8,23.075278,85.278889,Unarmed Assault,14,Private Citizens & Property,9,Melee
6830,10,1,6,24.639748,86.505985,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
6831,10,1,2,17.810239000000006,81.38221300000002,Armed Assault,3,Police,5,Firearms
6832,10,1,2,25.621309,90.783707,Armed Assault,3,Police,5,Firearms
6833,11,1,3,34.526179,74.254614,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6834,11,1,7,17.818199,82.492408,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6835,11,1,6,26.201677,84.71849499999998,Hostage Taking (Kidnapping),1,Business,13,Unknown
6836,11,1,6,27.193881,95.472059,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6837,11,1,6,26.550812,90.335703,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6838,11,1,3,25.75192,93.173412,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6839,11,1,6,23.094391,86.22029599999998,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6840,11,1,3,24.663717,93.906269,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6841,11,1,2,22.45109,86.995289,Armed Assault,2,Government (General),5,Firearms
6842,11,1,6,20.184871,79.994796,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6843,11,1,1,22.455017,86.997477,Assassination,2,Government (General),5,Firearms
6844,11,1,7,18.475168,82.42744499999998,Facility/Infrastructure Attack,1,Business,8,Incendiary
6845,11,1,2,27.183696,94.912236,Armed Assault,14,Private Citizens & Property,5,Firearms
6846,11,1,3,23.744186,84.504429,Bombing/Explosion,3,Police,5,Firearms
6847,11,1,7,24.795452,84.999431,Facility/Infrastructure Attack,8,Educational Institution,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
6848,11,1,7,24.795452,84.999431,Facility/Infrastructure Attack,8,Educational Institution,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
6849,11,1,3,25.38582,94.188498,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6850,11,1,2,20.821604,82.82905500000003,Armed Assault,2,Government (General),5,Firearms
6851,11,1,2,23.332078,86.365208,Armed Assault,14,Private Citizens & Property,5,Firearms
6852,11,1,2,18.364195,81.892418,Armed Assault,8,Educational Institution,9,Melee
6853,11,1,2,26.351088,89.890036,Armed Assault,14,Private Citizens & Property,5,Firearms
6854,11,1,2,18.025378,81.598025,Armed Assault,14,Private Citizens & Property,9,Melee
6855,11,1,3,23.744186,84.504429,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6856,11,1,6,20.27764,85.794852,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
6857,11,1,6,25.722446,90.190917,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
6858,11,1,6,22.639866,85.561853,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6859,11,1,2,34.246008,74.566937,Armed Assault,4,Military,5,Firearms
6860,11,0,1,33.932201,75.11394399999998,Assassination,2,Government (General),5,Firearms
6861,11,1,7,23.743805,84.50433699999998,Facility/Infrastructure Attack,1,Business,8,Incendiary
6862,11,1,7,19.966708,75.020225,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
6863,11,1,6,17.86318,82.19552,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
6864,11,1,9,24.77711,84.310811,Unknown,16,Telecommunication,13,Unknown
6865,11,1,6,18.436781,79.12982099999998,Hostage Taking (Kidnapping),21,Utilities,8,Incendiary
6866,11,1,3,24.817011,93.936844,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6867,11,1,1,22.672439,85.072696,Assassination,14,Private Citizens & Property,5,Firearms
6868,12,1,2,25.372744,90.037094,Armed Assault,3,Police,5,Firearms
6869,12,1,3,23.844348,91.286363,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6870,12,0,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
6871,12,1,7,18.7017,82.222665,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6872,12,1,3,23.744186,84.504429,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6873,12,1,3,23.669296,86.151112,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6874,12,1,3,24.129604,84.185606,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6875,12,1,3,23.744186,84.504429,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6876,12,1,7,24.601587,84.868848,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6877,12,0,2,24.551295,84.140936,Armed Assault,3,Police,5,Firearms
6878,12,1,7,21.333231,83.618894,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6879,12,1,7,18.364195,81.892418,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6880,12,1,3,24.159623,83.80380699999998,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
6881,12,0,2,24.542199,84.279232,Armed Assault,3,Police,5,Firearms
6882,12,1,7,23.610181,85.279935,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6883,12,0,3,24.519673,87.571717,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6884,12,1,7,26.112071,85.373064,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6885,12,1,3,19.595851,81.663776,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6886,12,1,3,33.792909,75.10390699999998,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6887,12,1,8,22.486676,86.499655,Unarmed Assault,14,Private Citizens & Property,9,Melee
6888,12,1,2,27.382655,95.900036,Armed Assault,14,Private Citizens & Property,9,Melee
6889,12,0,3,9.925201,78.119775,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6890,12,1,3,26.091035,94.258974,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6891,12,1,3,24.644924,93.99929,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6892,12,0,3,24.817011,93.936844,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6893,12,1,3,18.024862,83.157163,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6894,12,1,2,33.311591,75.76621999999998,Armed Assault,3,Police,5,Firearms
6895,12,1,7,21.113056,82.995848,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6896,12,0,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
6897,12,1,3,23.744186,84.504429,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6898,12,0,3,19.796974,84.365893,Bombing/Explosion,16,Telecommunication,8,Incendiary
6899,12,1,7,19.585971,84.689749,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6900,12,1,7,18.205268,80.67084399999997,Facility/Infrastructure Attack,1,Business,8,Incendiary
6901,12,0,2,25.15192,93.969963,Armed Assault,2,Government (General),5,Firearms
6902,12,1,3,24.764723,86.33730600000001,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
6903,12,1,3,24.644924,93.99929,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6904,12,1,2,25.467031,91.366216,Armed Assault,3,Police,5,Firearms
6905,12,1,7,24.128611,84.185711,Facility/Infrastructure Attack,1,Business,8,Incendiary
6906,12,1,6,26.398022,90.269415,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
6908,12,1,7,26.590179,85.49426700000002,Facility/Infrastructure Attack,1,Business,8,Incendiary
6909,12,1,7,24.584618,84.302996,Facility/Infrastructure Attack,1,Business,8,Incendiary
6910,12,1,3,18.973896,81.399096,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6911,1,1,3,24.817544,93.916458,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6912,1,1,3,27.491929,95.347833,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6913,1,1,7,20.973302,86.49618000000002,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
6914,1,1,3,26.090175,89.96444699999998,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6915,1,1,3,19.764927,83.882024,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6916,1,1,3,19.768279,83.649123,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6917,1,0,3,11.258753,75.78041,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6918,1,1,2,34.297023,74.47895799999998,Armed Assault,3,Police,6,Explosives/Bombs/Dynamite
6919,1,1,2,34.297023,74.47895799999998,Armed Assault,3,Police,5,Firearms
6920,1,1,3,34.297023,74.47895799999998,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6921,1,0,3,23.079729,87.328537,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6922,1,0,3,24.82712,93.88738,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6923,1,1,2,24.65233,93.990834,Armed Assault,2,Government (General),5,Firearms
6924,1,0,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6925,1,0,1,23.834855,83.97279,Assassination,2,Government (General),5,Firearms
6926,1,1,3,24.815115,93.936633,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6927,1,1,3,26.189634,91.807459,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
6928,1,0,3,24.6667,94.0667,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6929,1,1,3,24.86697,94.07548,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6930,1,1,1,10.383319,77.988854,Assassination,2,Government (General),9,Melee
6931,1,0,1,28.78181,77.500288,Assassination,2,Government (General),5,Firearms
6932,1,1,3,24.86697,94.07548,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6933,1,1,3,13.142549,79.909053,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6934,1,1,6,25.296447,93.041161,Hostage Taking (Kidnapping),1,Business,5,Firearms
6935,1,1,3,24.806299,93.948197,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6936,1,1,3,24.760803,93.964945,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6937,1,1,2,24.35,93.7,Armed Assault,4,Military,5,Firearms
6938,1,1,9,25.755953,90.677305,Unknown,14,Private Citizens & Property,13,Unknown
6939,1,1,3,24.173149,83.808662,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6941,1,1,2,25.495444,90.616793,Armed Assault,14,Private Citizens & Property,5,Firearms
6942,1,1,3,24.781319,93.942711,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6943,1,1,2,17.838008,81.428585,Armed Assault,3,Police,5,Firearms
6944,1,1,2,33.916138000000004,74.884615,Armed Assault,14,Private Citizens & Property,5,Firearms
6945,1,1,6,25.497013,90.086914,Hostage Taking (Kidnapping),1,Business,5,Firearms
6947,1,1,3,24.769186,93.937832,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6948,1,1,3,24.806299,93.948197,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
6949,1,1,3,26.265855,88.084626,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6950,1,0,3,27.027712,95.030176,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
6951,1,1,3,24.82004,93.934295,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6952,1,1,3,34.211659999999995,74.346106,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6953,1,1,2,24.992846,93.996921,Armed Assault,3,Police,5,Firearms
6954,1,1,2,24.328989,93.986769,Armed Assault,2,Government (General),5,Firearms
6955,1,1,9,24.743562,93.419645,Unknown,14,Private Citizens & Property,13,Unknown
6956,1,0,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6957,1,0,3,24.870494,94.013572,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6958,1,0,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6959,1,0,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
6960,1,1,7,25.49546,90.61682,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6961,1,1,3,24.616199,94.007696,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6962,1,1,6,25.311849,94.496743,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
6963,2,1,3,23.846121,84.816828,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6964,2,0,3,22.576173,86.64199599999998,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6965,2,0,3,22.480441,86.514666,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6966,2,1,2,18.588779,80.770576,Armed Assault,1,Business,5,Firearms
6967,2,1,1,33.714452,75.081289,Assassination,2,Government (General),5,Firearms
6968,2,1,3,18.183122,81.41186,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6969,2,1,7,25.49546,90.61682,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6970,2,0,2,22.37955,85.39837,Armed Assault,4,Military,5,Firearms
6971,2,1,3,19.028722,82.694242,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
6972,2,1,2,18.33892,81.942155,Armed Assault,9,Food or Water Supply,5,Firearms
6973,2,0,3,21.278657,81.86614399999998,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6974,2,1,3,28.632744,77.219676,Bombing/Explosion,7,Government (Diplomatic),6,Explosives/Bombs/Dynamite
6975,2,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6976,2,1,1,21.994316,78.110828,Assassination,2,Government (General),5,Firearms
6977,2,1,6,24.177863,86.306667,Hostage Taking (Kidnapping),1,Business,5,Firearms
6978,2,1,2,33.932201,75.11394399999998,Armed Assault,2,Government (General),5,Firearms
6979,2,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6980,2,1,2,25.755953,90.677305,Armed Assault,3,Police,5,Firearms
6982,2,1,6,26.398022,90.269415,Hostage Taking (Kidnapping),8,Educational Institution,5,Firearms
6983,2,1,3,23.744186,84.504429,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6984,2,1,3,25.32656,90.563989,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
6985,2,1,7,25.998206,91.801107,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6986,2,1,7,23.076901,85.280578,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
6987,2,1,2,25.61684,90.531203,Armed Assault,3,Police,5,Firearms
6988,2,0,3,11.686459,75.652812,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6989,2,1,3,12.134717,75.297579,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6990,2,1,7,10.95739,76.97150699999997,Facility/Infrastructure Attack,22,Violent Political Party,8,Incendiary
6991,2,1,3,26.147043,91.735509,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6992,2,1,2,25.564932,90.225271,Armed Assault,3,Police,5,Firearms
6993,2,0,3,28.635308,77.22496,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
6994,3,1,3,25.591228,85.140158,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
6996,3,1,3,24.780654,93.967437,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
6997,3,1,7,20.8167,82.5333,Facility/Infrastructure Attack,1,Business,8,Incendiary
6998,3,1,7,22.1167,84.0333,Facility/Infrastructure Attack,9,Food or Water Supply,5,Firearms
7000,3,0,3,24.817544,93.916458,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7002,3,1,3,24.817544,93.916458,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7003,3,1,2,24.204235,84.870937,Armed Assault,1,Business,6,Explosives/Bombs/Dynamite
7004,3,1,2,34.08352,74.797838,Armed Assault,3,Police,5,Firearms
7005,3,0,1,33.934218,75.113672,Assassination,14,Private Citizens & Property,5,Firearms
7006,3,1,2,28.543513,76.71456500000002,Armed Assault,3,Police,5,Firearms
7007,3,1,7,18.856056,82.734714,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
7008,3,1,3,23.91925,84.291076,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7009,3,1,6,19.907671,84.12182,Hostage Taking (Kidnapping),18,Tourists,13,Unknown
7010,3,1,3,24.780654,93.967437,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7011,3,1,3,34.08352,74.797838,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7012,3,0,1,34.08352,74.797838,Assassination,2,Government (General),5,Firearms
7013,3,1,9,34.08352,74.797838,Unknown,15,Religious Figures/Institutions,13,Unknown
7014,3,1,6,21.177289,83.567061,Hostage Taking (Kidnapping),1,Business,5,Firearms
7015,3,1,3,18.364195,81.892418,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7017,3,1,8,23.4333,84.6833,Unarmed Assault,1,Business,9,Melee
7018,3,1,3,18.364195,81.892418,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7019,3,1,7,24.628864,93.761286,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7020,3,1,3,33.797161,75.090141,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7021,3,1,3,24.92326,86.220238,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7022,3,1,3,24.92326,86.220238,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7023,3,1,7,24.92326,86.220238,Facility/Infrastructure Attack,1,Business,8,Incendiary
7024,3,1,6,18.813487,82.712333,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7025,3,1,2,18.486587,82.237957,Armed Assault,3,Police,5,Firearms
7026,3,1,7,20.498551000000006,82.810186,Facility/Infrastructure Attack,1,Business,8,Incendiary
7027,3,1,6,23.214156,92.375192,Hostage Taking (Kidnapping),1,Business,5,Firearms
7028,3,1,2,18.5435,82.222788,Armed Assault,3,Police,5,Firearms
7029,3,1,3,27.126875,94.740042,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7030,3,1,3,20.181843,80.006844,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7031,3,1,6,25.501786,91.784924,Hostage Taking (Kidnapping),1,Business,5,Firearms
7032,3,0,3,24.817544,93.916458,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7034,3,1,3,26.072512,90.588679,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7035,3,0,3,8.732814,77.70002099999998,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
7036,3,1,7,25.815389,90.789321,Facility/Infrastructure Attack,21,Utilities,5,Firearms
7037,3,1,3,27.568432,95.557388,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7038,3,1,3,25.163535,93.01364,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7039,4,1,6,25.194722,90.345,Hostage Taking (Kidnapping),1,Business,13,Unknown
7040,4,1,3,25.376892,89.869963,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7041,4,1,6,25.855133,93.625149,Hostage Taking (Kidnapping),1,Business,9,Melee
7042,4,1,3,34.048248,74.78344399999997,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7043,4,0,3,26.639243,91.574214,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
