,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
1657,4,1,6,30.900965000000006,75.857276,Hostage Taking (Kidnapping),3,Police,5,Firearms
1658,4,1,3,22.905728,88.33816800000002,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1659,4,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1660,4,1,1,34.083658,74.797368,Assassination,3,Police,5,Firearms
1661,4,1,2,22.572646,88.363895,Armed Assault,15,Religious Figures/Institutions,5,Firearms
1662,4,1,2,30.155434000000003,76.195762,Armed Assault,3,Police,5,Firearms
1663,4,1,3,19.075984,72.877656,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1664,4,1,3,19.075984,72.877656,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1665,4,1,3,19.075984,72.877656,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1666,4,1,2,21.744167,82.578611,Armed Assault,3,Police,5,Firearms
1667,4,1,2,34.093665,74.787832,Armed Assault,3,Police,5,Firearms
1668,4,1,2,30.7775,75.362222,Armed Assault,3,Police,5,Firearms
1669,4,1,1,34.083658,74.797368,Assassination,10,Journalists & Media,5,Firearms
1670,4,1,3,28.632381,77.220004,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1671,4,1,1,30.733315,76.779418,Assassination,2,Government (General),5,Firearms
1672,4,1,1,30.81646,75.17170899999998,Assassination,2,Government (General),5,Firearms
1673,5,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1674,5,1,2,30.672393,74.755048,Armed Assault,3,Police,5,Firearms
1675,5,1,2,30.954424,74.612085,Armed Assault,3,Police,5,Firearms
1676,5,1,2,27.220556,77.950509,Armed Assault,3,Police,5,Firearms
1677,5,1,3,,,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1678,5,1,1,34.083658,74.797368,Assassination,1,Business,5,Firearms
1679,5,1,1,30.245796,75.842072,Assassination,22,Violent Political Party,5,Firearms
1680,5,1,1,14.414722,77.71972199999998,Assassination,2,Government (General),5,Firearms
1681,5,1,2,31.448943,74.925262,Armed Assault,3,Police,5,Firearms
1682,5,1,6,31.326015,75.576183,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
1683,5,1,1,30.194464,75.681513,Assassination,2,Government (General),5,Firearms
1684,5,1,1,31.82286,76.211699,Assassination,2,Government (General),13,Unknown
1685,5,1,6,17.385044,78.486671,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1686,5,1,1,20.951665,85.098524,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1687,5,1,2,25.47283,82.570528,Armed Assault,2,Government (General),5,Firearms
1688,5,1,1,25.096074,85.313119,Assassination,22,Violent Political Party,5,Firearms
1689,5,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
1690,5,1,1,12.933123,79.9196,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1691,5,1,2,30.966064000000006,76.523162,Armed Assault,3,Police,5,Firearms
1692,5,1,2,22.253843,73.098077,Armed Assault,3,Police,5,Firearms
1693,5,1,2,31.326015,75.576183,Armed Assault,3,Police,5,Firearms
1694,5,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),5,Firearms
1695,5,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),5,Firearms
1696,5,1,2,19.67,78.53,Armed Assault,3,Police,5,Firearms
1697,5,1,3,17.34134,82.017161,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1698,6,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
1699,6,1,1,30.34,76.38,Assassination,22,Violent Political Party,5,Firearms
1700,6,1,1,34.12983,74.837554,Assassination,2,Government (General),5,Firearms
1701,6,1,3,30.733315,76.779418,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1702,6,0,3,30.733315,76.779418,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1703,6,1,2,25.696997,82.806156,Armed Assault,3,Police,5,Firearms
1704,6,1,1,30.805,76.408333,Assassination,2,Government (General),5,Firearms
1705,6,1,1,30.575805,75.127538,Assassination,22,Violent Political Party,5,Firearms
1706,6,0,1,30.900965000000006,75.857276,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1707,6,1,1,24.941732,94.21312,Assassination,22,Violent Political Party,5,Firearms
1708,6,1,3,34.526179,74.254614,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1709,6,1,2,34.205141,74.34949399999998,Armed Assault,3,Police,5,Firearms
1710,6,1,2,31.717057,74.632724,Armed Assault,3,Police,5,Firearms
1711,6,1,2,30.81646,75.17170899999998,Armed Assault,3,Police,5,Firearms
1712,6,0,1,30.924167,75.427222,Assassination,2,Government (General),5,Firearms
1713,6,0,1,30.210994,74.945474,Assassination,22,Violent Political Party,5,Firearms
1714,6,0,1,30.373674,76.14519,Assassination,22,Violent Political Party,5,Firearms
1715,6,0,1,30.210994,74.945474,Assassination,2,Government (General),5,Firearms
1716,6,1,2,23.860327,91.47973,Armed Assault,2,Government (General),5,Firearms
1717,6,1,6,23.997294,91.9906,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1718,6,1,1,31.124017,75.777846,Assassination,22,Violent Political Party,5,Firearms
1719,6,1,1,25.668506,83.630296,Assassination,22,Violent Political Party,5,Firearms
1720,6,0,1,28.632381,77.220004,Assassination,16,Telecommunication,5,Firearms
1721,6,0,1,31.610878000000003,75.470885,Assassination,2,Government (General),5,Firearms
1722,6,1,2,27.906389,81.04722199999998,Armed Assault,14,Private Citizens & Property,5,Firearms
1723,6,1,2,30.762,75.8228,Armed Assault,19,Transportation,5,Firearms
1724,6,1,2,30.860768,75.744748,Armed Assault,19,Transportation,5,Firearms
1725,6,1,2,,,Armed Assault,3,Police,5,Firearms
1726,6,1,1,22.057437,78.93817299999998,Assassination,2,Government (General),5,Firearms
1727,6,1,2,33.871517,74.89955,Armed Assault,3,Police,5,Firearms
1728,6,1,3,34.083658,74.797368,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1729,6,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
1730,6,1,3,28.632381,77.220004,Bombing/Explosion,6,Airports & Aircraft,6,Explosives/Bombs/Dynamite
1731,6,0,6,34.083658,74.797368,Hostage Taking (Kidnapping),18,Tourists,5,Firearms
1732,6,1,6,34.016667,74.918056,Hostage Taking (Kidnapping),1,Business,5,Firearms
1733,6,1,2,31.633979,74.872264,Armed Assault,2,Government (General),5,Firearms
1734,7,1,6,26.75602,94.20945,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1735,7,1,6,27.28668,95.670406,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1736,7,1,6,26.75602,94.20945,Hostage Taking (Kidnapping),1,Business,5,Firearms
1737,7,1,6,26.436608000000003,92.028079,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1738,7,1,6,26.179222,91.753346,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1739,7,1,6,33.778175,76.576171,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1740,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1741,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1742,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1743,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1744,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1745,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1746,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1747,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1748,7,1,3,,,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1749,7,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),5,Firearms
1750,7,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1751,7,1,2,31.326015,75.576183,Armed Assault,3,Police,5,Firearms
1752,7,1,2,30.672393,74.755048,Armed Assault,3,Police,5,Firearms
1753,7,1,2,25.607698000000006,85.484796,Armed Assault,3,Police,5,Firearms
1754,7,1,2,19.149722,77.333056,Armed Assault,2,Government (General),5,Firearms
1755,7,1,3,31.147131,75.34121800000001,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1756,7,1,3,24.68786,78.412021,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1757,7,1,2,26.158388,84.009794,Armed Assault,3,Police,5,Firearms
1758,7,1,2,30.968531,74.98809,Armed Assault,3,Police,5,Firearms
1759,7,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1760,7,1,2,30.210994,74.945474,Armed Assault,3,Police,5,Firearms
1761,7,1,2,32.040763,75.401886,Armed Assault,3,Police,5,Firearms
1762,7,1,2,30.954424,74.612085,Armed Assault,3,Police,5,Firearms
1763,7,1,2,30.900965000000006,75.857276,Armed Assault,3,Police,5,Firearms
1764,7,1,6,30.301746,75.370366,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
1765,7,1,3,22.61331,88.094658,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1766,7,1,2,30.210994,74.945474,Armed Assault,3,Police,5,Firearms
1767,7,1,3,21.395368,80.659743,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1768,7,0,1,30.34,76.38,Assassination,2,Government (General),5,Firearms
1769,7,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1770,7,1,6,15.9129,79.739988,Hostage Taking (Kidnapping),1,Business,5,Firearms
1771,7,0,1,31.534018,75.253059,Assassination,2,Government (General),5,Firearms
1772,7,1,2,30.672393,74.755048,Armed Assault,3,Police,5,Firearms
1773,7,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1774,7,1,2,30.954424,74.612085,Armed Assault,3,Police,5,Firearms
1775,7,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
1776,7,1,6,18.046,78.263,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1777,7,1,2,23.408879,81.218836,Armed Assault,19,Transportation,5,Firearms
1778,7,1,3,30.34,76.38,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1779,7,1,2,25.096074,85.313119,Armed Assault,2,Government (General),5,Firearms
1780,7,1,3,26.179222,91.753346,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1781,7,1,6,18.702184,73.50272,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1782,7,1,2,33.778175,76.576171,Armed Assault,4,Military,5,Firearms
1783,7,1,3,34.216496,74.77194300000002,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1784,7,1,6,34.526179,74.254614,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1785,8,1,6,31.448943,74.925262,Hostage Taking (Kidnapping),3,Police,5,Firearms
1786,8,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1787,8,1,2,30.672393,74.755048,Armed Assault,3,Police,5,Firearms
1788,8,1,1,30.900965000000006,75.857276,Assassination,1,Business,5,Firearms
1789,8,1,3,18.153611,81.961389,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1790,8,1,2,31.020540000000004,76.581772,Armed Assault,3,Police,5,Firearms
1791,8,1,2,30.210994,74.945474,Armed Assault,3,Police,5,Firearms
1792,8,1,7,15.9129,79.739988,Facility/Infrastructure Attack,1,Business,8,Incendiary
1793,8,1,7,18.87177,78.77170600000002,Facility/Infrastructure Attack,1,Business,8,Incendiary
1794,8,1,2,31.8186,75.2028,Armed Assault,3,Police,5,Firearms
1795,8,1,2,31.51655,75.28896999999998,Armed Assault,3,Police,5,Firearms
1796,8,1,2,28.036601,81.366773,Armed Assault,3,Police,5,Firearms
1797,8,1,3,31.503363,74.80977,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1798,8,1,3,31.633979,74.872264,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1799,8,1,3,31.633979,74.872264,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1800,8,1,3,31.448943,74.925262,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1801,8,1,2,33.767001,74.092404,Armed Assault,3,Police,5,Firearms
1802,8,1,2,13.589583,80.03336999999998,Armed Assault,3,Police,5,Firearms
1803,8,1,2,,,Armed Assault,3,Police,5,Firearms
1804,8,1,2,30.915556,76.2,Armed Assault,3,Police,5,Firearms
1805,8,1,2,24.95,74.13,Armed Assault,3,Police,5,Firearms
1806,8,1,3,32.726602,74.857026,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1807,8,1,3,32.726602,74.857026,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1808,8,1,1,26.83565,92.865192,Assassination,2,Government (General),5,Firearms
1809,8,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1810,8,1,6,26.177349,90.624687,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1811,8,1,3,30.733315,76.779418,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1812,8,1,2,13.08268,80.270718,Armed Assault,10,Journalists & Media,9,Melee
1813,8,0,3,26.200605,92.937574,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1814,8,0,3,27.357212,95.32225,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1815,8,1,3,34.285858000000005,74.461454,Bombing/Explosion,3,Police,5,Firearms
1816,8,0,1,10.815278,78.696389,Assassination,2,Government (General),2,Chemical
1817,8,1,6,17.973356,79.59996,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1818,8,1,2,31.448943,74.925262,Armed Assault,4,Military,5,Firearms
1819,8,1,2,30.591308,74.811534,Armed Assault,4,Military,5,Firearms
1820,8,1,9,28.632381,77.220004,Unknown,7,Government (Diplomatic),13,Unknown
1821,8,1,2,31.292890000000003,75.625056,Armed Assault,3,Police,5,Firearms
1822,8,1,2,31.633979,74.872264,Armed Assault,4,Military,5,Firearms
1823,8,1,6,31.633979,74.872264,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1824,8,1,1,29.390946000000003,76.963502,Assassination,22,Violent Political Party,5,Firearms
1825,8,1,6,31.102778000000004,74.898889,Hostage Taking (Kidnapping),3,Police,5,Firearms
1826,8,1,3,17.810295999999994,81.381168,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1827,8,1,3,30.733315,76.779418,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1828,8,0,1,30.733315,76.779418,Assassination,3,Police,6,Explosives/Bombs/Dynamite
1829,8,1,1,30.802259000000006,76.076175,Assassination,17,Terrorists/Non-State Militia,5,Firearms
1830,9,1,2,,,Armed Assault,14,Private Citizens & Property,5,Firearms
1831,9,1,2,30.381945,75.546798,Armed Assault,14,Private Citizens & Property,5,Firearms
1832,9,1,3,32.726602,74.857026,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1833,9,1,9,22.722816,88.480552,Unknown,8,Educational Institution,13,Unknown
1834,9,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
1835,9,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
1836,9,1,2,30.900965000000006,75.857276,Armed Assault,19,Transportation,5,Firearms
1837,9,1,2,30.900965000000006,75.857276,Armed Assault,19,Transportation,5,Firearms
1838,9,1,1,26.179222,91.753346,Assassination,12,NGO,5,Firearms
1839,9,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1840,9,1,6,28.658188,77.22740300000002,Hostage Taking (Kidnapping),1,Business,13,Unknown
1841,9,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),4,Military,5,Firearms
1842,9,1,6,33.778175,76.576171,Hostage Taking (Kidnapping),4,Military,5,Firearms
1843,9,1,3,26.846709000000004,80.946159,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1844,9,1,1,26.073704,83.185946,Assassination,2,Government (General),5,Firearms
1845,9,1,1,25.317645,82.97391400000002,Assassination,2,Government (General),5,Firearms
1846,9,1,2,,,Armed Assault,4,Military,5,Firearms
1847,9,1,2,33.717003000000005,74.83609200000002,Armed Assault,3,Police,5,Firearms
1848,9,1,3,32.726602,74.857026,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1849,9,1,3,32.726602,74.857026,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1850,9,1,3,32.726602,74.857026,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1851,9,1,3,29.945691,78.164248,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1852,9,1,1,30.900965000000006,75.857276,Assassination,3,Police,5,Firearms
1853,9,1,2,31.8186,75.2028,Armed Assault,19,Transportation,5,Firearms
1854,9,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1855,9,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),3,Police,5,Firearms
1856,9,0,1,31.633979,74.872264,Assassination,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1857,9,1,3,23.164543,92.937574,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1858,9,1,3,23.132692,93.061005,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1859,10,1,3,31.551013,75.173508,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1860,10,1,2,30.733315,76.779418,Armed Assault,3,Police,8,Incendiary
1861,10,1,3,31.448943,74.925262,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1862,10,1,2,30.900965000000006,75.857276,Armed Assault,3,Police,5,Firearms
1863,10,1,2,30.954424,74.612085,Armed Assault,3,Police,5,Firearms
1864,10,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1865,10,1,3,28.978381,79.39972399999998,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1866,10,1,3,20.1175,85.612222,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1867,10,1,3,20.1175,85.612222,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1868,10,1,7,31.326015,75.576183,Facility/Infrastructure Attack,1,Business,8,Incendiary
1869,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1870,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1871,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1872,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1873,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1874,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1875,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1876,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1877,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1878,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1879,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1880,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1881,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1882,10,1,7,30.900965000000006,75.857276,Facility/Infrastructure Attack,1,Business,8,Incendiary
1883,10,1,7,30.672393,74.755048,Facility/Infrastructure Attack,1,Business,8,Incendiary
1884,10,1,7,30.672393,74.755048,Facility/Infrastructure Attack,1,Business,8,Incendiary
1885,10,1,7,30.672393,74.755048,Facility/Infrastructure Attack,1,Business,8,Incendiary
1886,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
1887,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
1888,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
1889,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
1890,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
1891,10,1,7,30.245796,75.842072,Facility/Infrastructure Attack,1,Business,8,Incendiary
